"receita";"uniorcam";"orcado";"arrecadado";"recurso_vinculado";"especificacao";"tipo_nivel";"nivel";"caracteristica_peculiar_receita";"previsao_atualizada";"complemento_recurso_vinculado";"exercicio_base"
"00000112801140000000";"0201";0;15,65;1;"Taxa de Fiscalizacao de Vigilancia Sanitaria - Multas e Juros de Mora da Divida Ativa";"A";6;0;0;NA;2019
"00000112801900000000";"0201";35799,81;61840,92;0;"Taxas de Inspecao, Controle e Fiscalizacao - Outras";"S";6;0;35799,81;NA;2019
"00000112801910000000";"0201";35799,81;55004;0;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Principal";"S";6;0;35799,81;NA;2019
"00000112801910100000";"0201";0;31296;1;"Taxa de Vistoria - Principal";"A";7;0;0;NA;2019
"00000112801910300000";"0201";0;10383;1;"Alvara de Licenca e Localizacao - Principal";"A";7;0;0;NA;2019
"00000112801910400000";"0201";35799,81;0;1;"Taxa de Expediente - Principal";"A";7;0;35799,81;NA;2019
"00000112801910500000";"0201";0;8331;1005;"Taxa de Licenca Ambiental - Principal";"A";7;0;0;NA;2019
"00000112801910600000";"0201";0;4526;1;"Taxa de Aprovacao de Projetos de Construcao Civil - Principal";"A";7;0;0;NA;2019
"00000112801910700000";"0201";0;468;1;"Taxa de Aprovacao de Loteamento/Fracionamento - Principal";"A";7;0;0;NA;2019
"00000112801920000000";"0201";0;256,06;0;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Multas e Juros de Mora";"S";6;0;0;NA;2019
"00000112801920100000";"0201";0;163,47;1;"Taxa de Vistoria - Multa e Juros de Mora";"A";7;0;0;NA;2019
"00000112801920300000";"0201";0;89,7;1;"Alvara de Licenca e Localizacao - Multa e Juros de Mora";"A";7;0;0;NA;2019
"00000112801920600000";"0201";0;1,07;1;"Taxa de Aprovacao de Projetos de Construcao Civil - Multa de Juros de Mora";"A";7;0;0;NA;2019
"00000112801920700000";"0201";0;1,82;1;"Taxa de Aprovacao de Loteamento/Fracionamento - Multa e Juros de Mora";"A";7;0;0;NA;2019
"00000112801930000000";"0201";0;5150,56;0;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Divida Ativa";"S";6;0;0;NA;2019
"00000112801930100000";"0201";0;5150,56;1;"Taxa de Vistoria - Divida Ativa";"A";7;0;0;NA;2019
"00000112801940000000";"0201";0;1430,3;0;"Taxas de Inspecao, Controle e Fiscalizacao - Outras - Multas e Juros de Mora da Divida Ativa";"S";6;0;0;NA;2019
"00000112801940100000";"0201";0;1430,3;1;"Taxa de Vistoria - Multa e Juros de Mora da Divida Ativa";"A";7;0;0;NA;2019
"00000120000000000000";"0201";925530,4;1044796,37;0;"Contribuicoes";"S";2;0;925530,4;NA;2019
"00000121000000000000";"0201";768111,84;857863,01;0;"Contribuicoes Sociais";"S";3;0;768111,84;NA;2019
"00000121800000000000";"0201";768111,84;857863,01;0;"Contribuicoes Sociais Especificas de Estados, DF e Municipios";"S";4;0;768111,84;NA;2019
"00000121801000000000";"0201";768111,84;857863,01;0;"Contribuicao do Servidor Civil para o Plano de Seguridade Social - CPSSS - Especifico de EST/DF/MUN";"S";5;0;768111,84;NA;2019
"00000121801100000000";"0201";768111,84;855328,36;0;"CPSSS do Servidor Civil Ativo";"S";6;0;768111,84;NA;2019
"00000121801110000000";"1201";768111,84;855328,36;50;"CPSSS do Servidor Civil Ativo - Principal";"A";6;0;768111,84;NA;2019
"00000121801300000000";"0201";0;2534,65;0;"CPSSS do Servidor Civil - Pensionistas";"S";6;0;0;NA;2019
"00000121801310000000";"1201";0;2534,65;50;"CPSSS do Servidor Civil - Pensionistas - Principal";"A";6;0;0;NA;2019
"00000124000000000000";"0201";157418,56;186933,36;0;"Contribuicao para o Custeio do Servico de Iluminacao Publica";"S";3;0;157418,56;NA;2019
"00000124000100000000";"0201";157418,56;186933,36;0;"Contribuicao para o Custeio do Servico de Iluminacao Publica";"S";6;0;157418,56;NA;2019
"00000124000110000000";"0201";157418,56;186933,36;1;"Contribuicao para o Custeio do Servico de Iluminacao Publica - Principal";"A";6;0;157418,56;NA;2019
"00000130000000000000";"0201";2444883,1;3562111,29;0;"Receita Patrimonial";"S";2;0;2452391,02;NA;2019
"00000131000000000000";"0201";188190,14;186792,5;0;"Exploracao do Patrimonio Imobiliario do Estado";"S";3;0;188190,14;NA;2019
"00000131001000000000";"0201";188190,14;186792,5;0;"Alugueis, Arrendamentos, Foros, Laudemios, Tarifas de Ocupacao";"S";5;0;188190,14;NA;2019
"00000131001100000000";"0201";188190,14;186792,5;0;"Alugueis e Arrendamentos";"S";6;0;188190,14;NA;2019
"00000131001110000000";"0201";188190,14;183468;1;"Alugueis e Arrendamentos - Principal";"A";6;0;188190,14;NA;2019
"00000131001120000000";"0201";0;615,03;1;"Alugueis e Arrendamentos - Multas e Juros de Mora";"A";6;0;0;NA;2019
"00000131001130000000";"0201";0;2318,74;1;"Alugueis e Arrendamentos - Divida Ativa";"A";6;0;0;NA;2019
"00000131001140000000";"0201";0;390,73;1;"Alugueis e Arrendamentos - Multas e Juros de Mora da Divida Ativa";"A";6;0;0;NA;2019
"00000132000000000000";"0201";2227540,11;3375318,79;0;"Valores Mobiliarios";"S";3;0;2235048,03;NA;2019
"00000132100000000000";"0201";2227540,11;3375318,79;0;"Juros e Correcoes Monetarias";"S";4;0;2235048,03;NA;2019
"00000132100100000000";"0201";147908,94;161519,74;0;"Remuneracao de Depositos Bancarios";"S";6;0;155416,86;NA;2019
"00000132100110000000";"0201";147908,94;161519,74;0;"Remuneracao de Depositos Bancarios - Principal";"S";6;0;155416,86;NA;2019
"00000132100110100000";"0201";9910,02;39616,8;0;"Remuneracao de Depositos de Recursos Vinculados - Principal";"S";7;0;17417,94;NA;2019
"00000132100110102000";"0201";8164,45;15034,97;31;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - FUNDEB - Principal";"A";8;0;8164,45;NA;2019
"00000132100110103000";"0201";0;13853,52;0;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo de Saude - Principal";"S";8;0;7119,09;NA;2019
"00000132100110103010";"0201";0;31,66;4111;"Rendimentos Protese Dentaria FE RV4111";"A";8;0;31,66;NA;2019
"00000132100110103020";"0201";0;543,7;4050;"Rendimentos Fraldas FE RV4050";"A";8;0;30,36;NA;2019
"00000132100110103030";"0201";0;2037,66;4931;"Rendimentos C/C 11.229-1 Equip Mat Perm FMS RV4931";"A";8;0;0;NA;2019
"00000132100110103040";"0201";0;739,93;4931;"Rendimentos C/C 10.925-8 Equip Mat Perm FMS 4931";"A";8;0;4,82;NA;2019
"00000132100110103050";"0201";0;1365,35;4500;"Rendimentos Atencao Basica Federal RV4500";"A";8;0;1264,73;NA;2019
"00000132100110103070";"0201";0;325,58;4503;"Rendimentos Assistencia Farmaceutica FF RV4503";"A";8;0;0;NA;2019
"00000132100110103080";"0201";0;39,51;4160;"Rendimentos PIM FE RV4160";"A";8;0;0;NA;2019
"00000132100110103090";"0201";0;2154,99;4011;"Rendimentos PIES FE RV4011";"A";8;0;2154,99;NA;2019
"00000132100110103100";"0201";0;82,6;4050;"Rendimentos Farmacia Basica FE RV4050";"A";8;0;7,82;NA;2019
"00000132100110103110";"0201";0;171,28;4090;"Rendimentos PSF FE RV4090";"A";8;0;0;NA;2019
"00000132100110103160";"0201";0;382,1;4503;"Rendimentos Organizacao Farmacia Custeio RV4503";"A";8;0;0;NA;2019
"00000132100110103170";"0201";0;2484,16;4303;"Rendimentos Construcao UBS FE RV4303";"A";8;0;2478,59;NA;2019
"00000132100110103180";"0201";0;76,97;4710;"Rendimentos PQAVS RV4710";"A";8;0;76,97;NA;2019
"00000132100110103190";"0201";0;258,14;4710;"Rendimentos VISA IPVS RV4710";"A";8;0;258,14;NA;2019
"00000132100110103200";"0201";0;595,63;4505;"Rendimentos Organizacao Farmacia Investimento RV4505";"A";8;0;0;NA;2019
"00000132100110103210";"0201";0;23,83;4936;"Rendimentos Ambulancia Portaria 3673 RV4936";"A";8;0;23,83;NA;2019
"00000132100110103220";"0201";0;1598,96;4520;"Rendimentos Incremento Piso AB Emenda Parlamentar Portaria 1000/18 RV4520";"A";8;0;0;NA;2019
"00000132100110103230";"0201";0;238,27;4760;"Rendimentos Acoes Estruturantes VISA RV4760";"A";8;0;238,27;NA;2019
"00000132100110103240";"0201";0;89,95;4190;"REND. DENGUE VERAO 2018-2019 VIG EPID RES CIBRS 517/2018 RV4190";"A";8;0;89,95;NA;2019
"00000132100110103250";"0201";0;590,46;4500;"Rend. Incremento Temporario Custeio AB Port. MS 1331/2019Dep. Jose Stedile Prop. 36000.253327/2019-00";"A";8;0;458,96;NA;2019
"00000132100110103270";"0201";0;22,79;4300;"Rendimentos NOTA FISCAL GAUCHA PROGRAMA SOLIDARIEDADE RV4300";"A";8;0;0;NA;2019
"00000132100110107000";"0201";0;1110,16;0;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo Nacional de Assistencia Social - FNAS - Principal";"S";8;0;277,97;NA;2019
"00000132100110107010";"0201";0;98,47;1064;"Rendimentos PSB PBFI FMAS RV1064";"A";8;0;0;NA;2019
"00000132100110107020";"0201";0;529,05;1021;"Rendimentos PSB SCFV FMAS RV1021";"A";8;0;0;NA;2019
"00000132100110107030";"0201";0;347,89;1038;"Rendimentos GBF IGD-BF RV1038";"A";8;0;213,45;NA;2019
"00000132100110107040";"0201";0;70,23;1067;"Rendimentos GSUAS IGD-SUAS FMAS RV1067";"A";8;0;0;NA;2019
"00000132100110107050";"0201";0;64,52;1103;"Rendimentos OASF/FEAS RV1103";"A";8;0;64,52;NA;2019
"00000132100110108000";"0201";0;594,24;0;"Remuneracao de Depositos  Bancarios de Recursos Vinculados - Fundo Nacional de Desenvolvimento da Educacao - FNDE - Principal";"S";8;0;110,86;NA;2019
"00000132100110108030";"0201";0;311,97;1014;"Rendimentos QSE RV1014";"A";8;0;0;NA;2019
"00000132100110108040";"0201";0;78,56;1016;"Rendimentos PNATE RV1016";"A";8;0;78,56;NA;2019
"00000132100110108050";"0201";0;32,3;1001;"Rendimentos PNAE Fundamental RV1001";"A";8;0;32,3;NA;2019
"00000132100110108060";"0201";0;15,86;1031;"Rendimentos PNAE Creche RV1031";"A";8;0;0;NA;2019
"00000132100110108070";"0201";0;155,55;1070;"Rendimentos PNAE MAIS EDUCACAO FUNDAMENTAL RV1070";"A";8;0;0;NA;2019
"00000132100110199000";"0201";1745,57;9023,91;0;"Remuneracao de Outros Depositos  Bancarios de Recursos Vinculados - Principal";"S";8;0;1745,57;NA;2019
"00000132100110199010";"0201";1338,29;1099,96;1005;"Rendimentos FMDMA RV1005";"A";8;0;1338,29;NA;2019
"00000132100110199020";"0201";0;924,64;1017;"Rendimentos PEATE RS RV1017";"A";8;0;0;NA;2019
"00000132100110199060";"0201";407,28;514,43;1050;"Rendimentos IR Doacao FUNDICA RV1050";"A";8;0;407,28;NA;2019
"00000132100110199070";"0201";0;2688,18;1022;"Rend. Poup. Quadra Joao Saffi RV1022";"A";8;0;0;NA;2019
"00000132100110199080";"0201";0;1334,99;1200;"Rendimentos Poup. Pavimentacao Convenio 829118/2016/SICONV Proposta 6878/2016 RV1200";"A";8;0;0;NA;2019
"00000132100110199090";"0201";0;15,53;1022;"Rend. Aplic. Quadra Joao Saffi RV1022";"A";8;0;0;NA;2019
"00000132100110199100";"0201";0;30,13;1200;"Rendimentos Aplic. Pavimentacao Convenio 829118/2016/SICONV Proposta 6878/2016 RV1200";"A";8;0;0;NA;2019
"00000132100110199110";"0201";0;172,96;1207;"Rend. Aplica. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";"A";8;0;0;NA;2019
"00000132100110199120";"0201";0;1084,14;1207;"Rend. Poup. CONVENIO 877247/2018/SICONV PROP054169/2018SICONV RV1207";"A";8;0;0;NA;2019
"00000132100110199130";"0201";0;788,22;1206;"Rend. Poup. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";"A";8;0;0;NA;2019
"00000132100110199140";"0201";0;34,14;1206;"Rend. Aplic. CONVENIO 876152/2018/SICONV PROP045635/2018SICONV RV1206";"A";8;0;0;NA;2019
"00000132100110199150";"0201";0;326,93;1203;"Rend. Poup. PAV. URB. SICONV CONVENIO 847175/17 RV1203";"A";8;0;0;NA;2019
"00000132100110199160";"0201";0;9,66;1203;"Rend. Aplic. PAV. URB. SICONV CONVENIO 847175/17 RV1203";"A";8;0;0;NA;2019
"00000132100110200000";"0201";137998,92;121902,94;0;"Remuneracao de Depositos de Recursos Nao Vinculados - Principal";"S";7;0;137998,92;NA;2019
"00000132100110299000";"0201";137998,92;0;1;"Remuneracao de Outros Depositos  Bancarios de Recursos Nao Vinculados - Principal";"A";8;0;137998,92;NA;2019
"00000132100110299010";"0201";0;41641;1;"Rendimentos Poder Executivo - Banco do Brasil";"A";8;0;0;NA;2019
"00000132100110299020";"0201";0;40319,38;1;"Rendimentos Poder Executivo - Banrisul";"A";8;0;0;NA;2019
"00000132100110299050";"0201";0;9586,39;1;"Rendimentos Poder Legislativo - Banrisul";"A";8;0;0;NA;2019
"00000132100110299080";"0201";0;30356,17;1;"Rendimentos Poder Executivo - Sicredi";"A";8;0;0;NA;2019
"00000132100400000000";"0201";2079631,17;3213799,05;0;"Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS";"S";6;0;2079631,17;NA;2019
"00000132100410000000";"1201";2079631,17;0;50;"Remuneracao dos Recursos do Regime Proprio de Previdencia Social - RPPS - Principal";"A";6;0;2079631,17;NA;2019
"00000132100410100000";"1201";0;910754,1;50;"FPSM BB PREVID RF IMA-B TIT PUBL FI";"A";7;0;0;NA;2019
"00000132100410200000";"1201";0;779174,96;50;"FPSM BB RF IMAB 5+";"A";7;0;0;NA;2019
"00000132100410300000";"1201";0;318238,36;50;"FPSM CEF NOVO BRASIL RF LP";"A";7;0;0;NA;2019
"00000132100410400000";"1201";0;269430,69;50;"FPSM CEF FI BRASIL IRF-M 1 TIT PUB RF";"A";7;0;0;NA;2019
"00000132100410600000";"1201";0;408291,52;50;"FPSM CEF CAIXA BRASIL 2024 III TP RF";"A";7;0;0;NA;2019
"00000132100410700000";"1201";0;349561;50;"FPSM BB PREV RF IRF-M 1 TP";"A";7;0;0;NA;2019
"00000132100410800000";"1201";0;9,21;50;"FPSM CEF BRASIL IRF-M 1+";"A";7;0;0;NA;2019
"00000132100410900000";"1201";0;52305,5;50;"FPSM CAIXA FI BRASIL IDKA IPCA 2A TP RF LP";"A";7;0;0;NA;2019
"00000132100411000000";"1201";0;32365,95;50;"FPSM SICREDI  FI INSTITUCIONAL RF IRF-M LP";"A";7;0;0;NA;2019
"00000132100411100000";"1201";0;29374,71;50;"FPSM SICREDI FIC INSTITUCIONAL RF IMA-B";"A";7;0;0;NA;2019
"00000132100411200000";"1201";0;64293,05;50;"FPSM BB PREV RF ALOCACAO ATIVA";"A";7;0;0;NA;2019
"00000136000000000000";"0201";29152,85;0;0;"Cessao de Direitos";"S";3;0;29152,85;NA;2019
"00000136001000000000";"0201";29152,85;0;0;"Cessao do Direito de Operacionalizacao de Pagamentos";"S";5;0;29152,85;NA;2019
"00000136001100000000";"0201";29152,85;0;0;"Cessao do Direito de Operacionalizacao de Pagamentos";"S";6;0;29152,85;NA;2019
"00000136001110000000";"0201";29152,85;0;1;"Cessao do Direito de Operacionalizacao de Pagamentos - Principal";"A";6;0;29152,85;NA;2019
"00000160000000000000";"0201";20642,31;32245;0;"Receita de Servicos";"S";2;0;20642,31;NA;2019
"00000161000000000000";"0201";20642,31;32045;0;"Servicos Administrativos e Comerciais Gerais";"S";3;0;20642,31;NA;2019
"00000161001000000000";"0201";20642,31;32045;0;"Servicos Administrativos e Comerciais Gerais";"S";5;0;20642,31;NA;2019
"00000161001100000000";"0201";20642,31;32045;0;"Servicos Administrativos e Comerciais Gerais";"S";6;0;20642,31;NA;2019
"00000161001110000000";"0201";20642,31;32045;0;"Servicos Administrativos e Comerciais Gerais - Principal";"S";6;0;20642,31;NA;2019
"00000161001110100000";"0201";20642,31;32045;1;"Servicos de Maquinas - Principal";"A";7;0;20642,31;NA;2019
"00000162000000000000";"0201";0;200;0;"Servicos e Atividades Referentes a Navegacao e ao Transporte";"S";3;0;0;NA;2019
"00000162002000000000";"0201";0;200;0;"Servicos de Transporte";"S";5;0;0;NA;2019
"00000162002100000000";"0201";0;200;0;"Servicos de Transporte";"S";6;0;0;NA;2019
"00000162002110000000";"0201";0;200;0;"Servicos de Transporte - Principal";"S";6;0;0;NA;2019
"00000162002110100000";"0201";0;200;1;"Transporte Coletivo - Principal";"A";7;0;0;NA;2019
"00000170000000000000";"0201";23226178,63;24162398,82;0;"Transferencias Correntes";"S";2;0;24231718,07;NA;2019
"00000171000000000000";"0201";10935577,24;10889474,1;0;"Transferencias da Uniao e de suas Entidades";"S";3;0;11096153,6;NA;2019
"00000171800000000000";"0201";10935577,24;10889474,1;0;"Transferencias da Uniao - Especificas de Estados, DF e Municipios";"S";4;0;11096153,6;NA;2019
"00000171801000000000";"0201";9608167,47;8826635,82;0;"Participacao na Receita da Uniao";"S";5;0;9608167,47;NA;2019
"00000171801200000000";"0201";8845664;8037132,55;0;"Cota-Parte do Fundo de Participacao dos Municipios - Cota Mensal";"S";6;0;8845664;NA;2019
"00000171801210000000";"0201";8845664;8037132,55;0;"Cota-Parte do Fundo de Participacao dos Municipios - Cota Mensal - Principal";"S";6;0;8845664;NA;2019
"00000171801210100000";"0201";5307398,4;4822279,49;1;"Cota-Parte do FPM - Cota Mensal - Principal  - PROPRIO";"A";7;0;5307398,4;NA;2019
"00000171801210200000";"0201";442283,2;401856,65;20;"Cota-Parte do FPM - Cota Mensal - Principal  - MDE";"A";7;0;442283,2;NA;2019
"00000171801210300000";"0201";1326849,6;1205569,89;40;"Cota-Parte do FPM - Cota Mensal - Principal  - ASPS";"A";7;0;1326849,6;NA;2019
"00000171801210400000";"0201";1769132,8;1607426,52;31;"Cota-Parte do FPM - Cota Mensal - Principal  - FUNDEB";"A";7;0;1769132,8;NA;2019
"00000171801300000000";"0201";351095;354693,52;0;"Cota-Parte do Fundo de Participacao do Municipios – 1% Cota entregue no mes de dezembro";"S";6;0;351095;NA;2019
"00000171801310000000";"0201";351095;354693,52;0;"Cota-Parte do Fundo de Participacao do Municipios – 1% Cota entregue no mes de dezembro - Principal";"S";6;0;351095;NA;2019
"00000171801310100000";"0201";210657;212816,11;1;"Cota-Parte do FPM – 1% Cota entregue no mes de dezembro - Principal  - PROPRIO";"A";7;0;210657;NA;2019
"00000171801310200000";"0201";87773,75;88673,38;20;"Cota-Parte do FPM – 1% Cota entregue no mes de dezembro - Principal  -  MDE";"A";7;0;87773,75;NA;2019
"00000171801310300000";"0201";52664,25;53204,03;40;"Cota-Parte do FPM – 1% Cota entregue no mes de dezembro - Principal  - ASPS";"A";7;0;52664,25;NA;2019
"00000171801400000000";"0201";347497;341589,25;0;"Cota-Parte do Fundo de Participacao dos Municipios - 1% Cota entregue no mes de julho";"S";6;0;347497;NA;2019
"00000171801410000000";"0201";347497;341589,25;0;"Cota-Parte do Fundo de Participacao dos Municipios - 1% Cota entregue no mes de julho - Principal";"S";6;0;347497;NA;2019
"00000171801410100000";"0201";208498,2;204953,55;1;"Cota-Parte do FPM - 1% Cota entregue no mes de julho - Principal  - PROPRIO";"A";7;0;208498,2;NA;2019
"00000171801410200000";"0201";86874,25;85397,31;20;"Cota-Parte do FPM - 1% Cota entregue no mes de julho - Principal  -  MDE";"A";7;0;86874,25;NA;2019
"00000171801410300000";"0201";52124,55;51238,39;40;"Cota-Parte do FPM - 1% Cota entregue no mes de julho - Principal  - ASPS";"A";7;0;52124,55;NA;2019
"00000171801500000000";"0201";63911,47;93220,5;0;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural";"S";6;0;63911,47;NA;2019
"00000171801510000000";"0201";63911,47;93220,5;0;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal";"S";6;0;63911,47;NA;2019
"00000171801510100000";"0201";38346,89;55932,3;1;"Cota-Parte do ITR - Principal  - PROPRIO";"A";7;0;38346,89;NA;2019
"00000171801510200000";"0201";3195,57;4661,01;20;"Cota-Parte do ITR - Principal  - MDE";"A";7;0;3195,57;NA;2019
"00000171801510300000";"0201";9586,72;13983,08;40;"Cota-Parte do ITR - Principal  - ASPS";"A";7;0;9586,72;NA;2019
"00000171801510400000";"0201";12782,29;18644,11;31;"Cota-Parte do ITR - Principal  - FUNDEB";"A";7;0;12782,29;NA;2019
"00000171802000000000";"0201";147269,8;123966,09;0;"Transferencia da Compensacao Financeira pela Exploracao de Recursos Naturais";"S";5;0;147269,8;NA;2019
"00000171802200000000";"0201";0;130,75;0;"Cota-parte da Compensacao Financeira de Recursos Minerais - CFEM";"S";6;0;0;NA;2019
"00000171802210000000";"0201";0;130,75;1;"Cota-parte da Compensacao Financeira de Recursos Minerais - CFEM - Principal";"A";6;0;0;NA;2019
"00000171802600000000";"0201";147269,8;123835,34;0;"Cota-Parte do Fundo Especial do Petroleo – FEP";"S";6;0;147269,8;NA;2019
"00000171802610000000";"0201";147269,8;123835,34;1;"Cota-Parte do Fundo Especial do Petroleo – FEP - Principal";"A";6;0;147269,8;NA;2019
"00000171803000000000";"0201";689463,53;910745,79;0;"Transferencia de Recursos do Sistema Unico de Saude – SUS – Repasses Fundo a Fundo Bloco Custeio das Acoes e Servicos Publicos de Saude";"S";5;0;794923,98;NA;2019
"00000171803100000000";"0201";602862,96;782247,73;0;"Transferencia de Recursos do SUS – Atencao Basica";"S";6;0;687569,45;NA;2019
"00000171803110000000";"0201";602862,96;782247,73;4500;"Transferencia de Recursos do SUS – Atencao Basica - Principal";"A";6;0;687569,45;NA;2019
"00000171803200000000";"0201";0;9053,96;0;"Transferencia de Recursos do SUS – Atencao de Media e Alta Complexidade Ambulatorial e Hospitalar";"S";6;0;9053,96;NA;2019
"00000171803210000000";"0201";0;9053,96;4501;"Transferencia de Recursos do SUS – Atencao de Media e Alta Complexidade Ambulatorial e Hospitalar - Principal";"A";6;0;9053,96;NA;2019
"00000171803300000000";"0201";52086,01;81767,41;0;"Transferencia de Recursos do SUS – Vigilancia em Saude";"S";6;0;63786,01;NA;2019
"00000171803310000000";"0201";52086,01;81767,41;4502;"Transferencia de Recursos do SUS – Vigilancia em Saude - Principal";"A";6;0;63786,01;NA;2019
"00000171803400000000";"0201";34514,56;37676,69;0;"Transferencia de Recursos do SUS – Assistencia Farmaceutica";"S";6;0;34514,56;NA;2019
"00000171803410000000";"0201";34514,56;37676,69;4503;"Transferencia de Recursos do SUS – Assistencia Farmaceutica - Principal";"A";6;0;34514,56;NA;2019
"00000171805000000000";"0201";333371,7;342013,36;0;"Transferencias de Recursos do Fundo Nacional do Desenvolvimento da Educacao – FNDE";"S";5;0;338487,61;NA;2019
"00000171805100000000";"0201";230766,9;226944,65;0;"Transferencias do Salario-Educacao";"S";6;0;230766,9;NA;2019
"00000171805110000000";"0201";230766,9;226944,65;1014;"Transferencias do Salario-Educacao - Principal";"A";6;0;230766,9;NA;2019
"00000171805200000000";"0201";0;420;0;"Transferencias Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE";"S";6;0;420;NA;2019
"00000171805210000000";"0201";0;420;1036;"Transferencias Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola – PDDE - Principal";"A";6;0;420;NA;2019
"00000171805300000000";"0201";60984;71438;0;"Transferencias Diretas do FNDE referentes ao Programa Nacional de Alimentacao Escolar – PNAE";"S";6;0;64090;NA;2019
"00000171805310000000";"0201";60984;71438;0;"Transferencias Diretas do FNDE referentes ao Programa Nacional de Alimentacao Escolar – PNAE - Principal";"S";6;0;64090;NA;2019
"00000171805310100000";"0201";24984;25344;1001;"PNAE Fundamental";"A";7;0;25344;NA;2019
"00000171805310200000";"0201";22560;20116;1031;"PNAE Creche";"A";7;0;22560;NA;2019
"00000171805310300000";"0201";13440;11872;1033;"PNAE Pre-Escola";"A";7;0;13440;NA;2019
"00000171805310400000";"0201";0;1792;1059;"PNAE EJA";"A";7;0;1792;NA;2019
"00000171805310500000";"0201";0;954;1071;"PNAE AEE";"A";7;0;954;NA;2019
"00000171805310600000";"0201";0;11360;1070;"PNAE MAIS EDUCACAO FUNDAMENTAL RV1070";"A";7;0;0;NA;2019
"00000171805400000000";"0201";41620,8;42676,4;0;"Transferencias Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE";"S";6;0;42676,4;NA;2019
"00000171805410000000";"0201";41620,8;42676,4;1016;"Transferencias Diretas do FNDE referentes ao Programa Nacional de Apoio ao Transporte do Escolar – PNATE - Principal";"A";6;0;42676,4;NA;2019
"00000171805900000000";"0201";0;534,31;0;"Outras Transferencias Diretas do Fundo Nacional do Desenvolvimento da Educacao – FNDE";"S";6;0;534,31;NA;2019
"00000171805910000000";"0201";0;534,31;0;"Outras Transferencias Diretas do Fundo Nacional do Desenvolvimento da Educacao – FNDE - Principal";"S";6;0;534,31;NA;2019
"00000171805910100000";"0201";0;534,31;1013;"BRASIL CARINHOSO FF RV1013";"A";7;0;534,31;NA;2019
"00000171806000000000";"0201";49945,62;0;0;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96";"S";5;0;49945,62;NA;2019
"00000171806100000000";"0201";49945,62;0;0;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96";"S";6;0;49945,62;NA;2019
"00000171806110000000";"0201";49945,62;0;0;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96 - Principal";"S";6;0;49945,62;NA;2019
"00000171806110100000";"0201";29967,38;0;1;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96 - Principal  - PROPRIO";"A";7;0;29967,38;NA;2019
"00000171806110200000";"0201";2497,28;0;20;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96 - Principal  - MDE";"A";7;0;2497,28;NA;2019
"00000171806110300000";"0201";7491,84;0;40;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96 - Principal  - ASPS";"A";7;0;7491,84;NA;2019
"00000171806110400000";"0201";9989,12;0;31;"Transferencia Financeira do ICMS – Desoneracao – L.C. No 87/96 - Principal  - FUNDEB";"A";7;0;9989,12;NA;2019
"00000171808000000000";"0201";0;50000;0;"Transferencias Advindas de Emendas Parlamentares Individuais";"S";5;0;50000;NA;2019
"00000171808100000000";"0201";0;50000;0;"Transferencias Advindas de Emendas Parlamentares Individuais";"S";6;0;50000;NA;2019
"00000171808110000000";"0201";0;50000;0;"Transferencias Advindas de Emendas Parlamentares Individuais - Principal";"S";6;0;50000;NA;2019
"00000171808110100000";"0201";0;50000;4500;"Incremento Temporario Custeio AB Port. MS 1331/2019Dep. Jose Stedile Prop. 36000.253327/2019-00";"A";7;0;50000;NA;2019
"00000171812000000000";"0201";107359,12;215862,21;0;"Transferencias de Recursos do Fundo Nacional de Assistencia Social – FNAS";"S";5;0;107359,12;NA;2019
"00000171812100000000";"0201";107359,12;215862,21;0;"Transferencias de Recursos do Fundo Nacional de Assistencia Social – FNAS";"S";6;0;107359,12;NA;2019
"00000171812110000000";"0201";107359,12;215862,21;0;"Transferencias de Recursos do Fundo Nacional de Assistencia Social – FNAS - Principal";"S";6;0;107359,12;NA;2019
"00000171812110100000";"0201";16606,51;17902,07;1038;"IGD BF";"A";7;0;16606,51;NA;2019
"00000171812110200000";"0201";1529,56;5930,14;1067;"IGD SUAS";"A";7;0;1529,56;NA;2019
"00000171812110300000";"0201";36910,55;102030;1021;"SCFV FF";"A";7;0;36910,55;NA;2019
"00000171812110400000";"0201";52312,5;90000;1064;"PAIF FF";"A";7;0;52312,5;NA;2019
