"conta_contabil";"uniorcam";"saldo_anterior_debito";"saldo_anterior_credito";"movimento_debito";"movimento_credito";"saldo_atual_debito";"saldo_atual_credito";"especificacao";"tipo_nivel";"nivel";"obsoleto1";"escrituracao";"natureza_informacao";"indicador_superavit";"recurso_vinculado";"complemento_recurso_vinculado";"exercicio_base"
"00000411300000000000";"0201";0;0;397,2;177320,75;0;176923,55;"IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO";"S";4;"F";"N";"P";"F";0;0;2020
"00000411310000000000";"0201";0;0;397,2;177320,75;0;176923,55;"IMPOSTOS SOBRE A PRODUCAO E A CIRCULACAO - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000411310200000000";"0201";0;0;397,2;177320,75;0;176923,55;"ISS";"A";6;"F";"S";"P";"F";0;0;2020
"00000412000000000000";"0201";0;0;413;19562;0;19149;"TAXAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000412100000000000";"0201";0;0;389;19538;0;19149;"TAXAS PELO EXERCICIO DO PODER DE POLICIA";"S";4;"F";"N";"P";"F";0;0;2020
"00000412110000000000";"0201";0;0;389;19538;0;19149;"TAXAS PELO EXERCICIO DO PODER DE POLICIA - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000412111100000000";"0201";0;0;0;1024;0;1024;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA";"S";6;"F";"N";"P";"F";0;0;2020
"00000412111101000000";"0201";0;0;0;1024;0;1024;"TAXA DE FISCALIZACAO DE VIGILANCIA SANITARIA - SAUDE";"A";7;"F";"S";"P";"F";0;0;2020
"00000412111400000000";"0201";0;0;0;2622;0;2622;"TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL";"A";6;"F";"S";"P";"F";0;0;2020
"00000412111500000000";"0201";0;0;389;15892;0;15503;"TAXA DE SERVICOS ADMINISTRATIVO";"S";6;"F";"N";"P";"F";0;0;2020
"00000412111501000000";"0201";0;0;389;15892;0;15503;"ATOS DA ADMINISTRACAO EM GERAL";"A";7;"F";"S";"P";"F";0;0;2020
"00000412200000000000";"0201";0;0;24;24;0;0;"TAXAS PELA PRESTACAO DE SERVICOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000412210000000000";"0201";0;0;24;24;0;0;"TAXAS PELA PRESTACAO DE SERVICOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000412210900000000";"0201";0;0;24;24;0;0;"EMOLUMENTOS E CUSTAS PROCESSUAIS ADMINISTRATIVAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000420000000000000";"0201";0;0;0;1833168,03;0;1833168,03;"CONTRIBUICOES";"S";2;"F";"N";"P";"F";0;0;2020
"00000421000000000000";"0201";0;0;0;1726400,66;0;1726400,66;"CONTRIBUICOES SOCIAIS";"S";3;"F";"N";"P";"F";0;0;2020
"00000421100000000000";"0201";0;0;0;1726400,66;0;1726400,66;"CONTRIBUICOES SOCIAIS - RPPS";"S";4;"F";"N";"P";"F";0;0;2020
"00000421110000000000";"0201";0;0;0;437264,46;0;437264,46;"CONTRIBUICOES SOCIAIS - RPPS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000421110200000000";"0201";0;0;0;437264,46;0;437264,46;"CONTRIBUICAO DO SEGURADO AO RPPS";"S";6;"F";"N";"P";"F";0;0;2020
"00000421110201000000";"1201";0;0;0;436324,98;0;436324,98;"CONTRIBUICAO DO SERVIDOR - RPPS";"A";7;"F";"S";"P";"F";0;0;2020
"00000421110203000000";"1201";0;0;0;939,48;0;939,48;"CONTRIBUICAO DE PENSIONISTA - RPPS";"A";7;"F";"S";"P";"F";0;0;2020
"00000421120000000000";"0201";0;0;0;1289136,2;0;1289136,2;"CONTRIBUICOES SOCIAIS - RPPS - INTRA OFSS";"S";5;"F";"N";"P";"F";0;0;2020
"00000421120100000000";"0201";0;0;0;543798,22;0;543798,22;"CONTRIBUICOES PATRONAIS AO RPPS";"S";6;"F";"N";"P";"F";0;0;2020
"00000421120101000000";"1201";0;0;0;541461,52;0;541461,52;"CONTRIBUICAO PATRONAL DE SERVIDOR ATIVO - RPPS";"A";7;"F";"S";"P";"F";0;0;2020
"00000421120199000000";"1201";0;0;0;2336,7;0;2336,7;"OUTRAS CONTRIBUICOES PATRONAIS AO RPPS";"A";7;"F";"S";"P";"F";0;0;2020
"00000421120300000000";"1201";0;0;0;745337,98;0;745337,98;"CONTRIBUICAO PREVIDENCIARIA PARA AMORTIZACAO DO DEFICIT ATUARIAL";"A";6;"F";"S";"P";"F";0;0;2020
"00000423000000000000";"0201";0;0;0;106767,37;0;106767,37;"CONTRIBUICAO DE ILUMINACAO PUBLICA";"S";3;"F";"N";"P";"F";0;0;2020
"00000423010000000000";"0201";0;0;0;106767,37;0;106767,37;"CONTRIBUICAO DE ILUMINACAO PUBLICA - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000423010100000000";"0201";0;0;0;106767,37;0;106767,37;"CONTRIBUICAO DE ILUMINACAO PUBLICA";"A";6;"F";"S";"P";"F";0;0;2020
"00000430000000000000";"0201";0;0;20;115452,6;0;115432,6;"EXPLORACAO E VENDA DE BENS, SERVICOS E DIREITOS";"S";2;"F";"N";"P";"F";0;0;2020
"00000433000000000000";"0201";0;0;20;115452,6;0;115432,6;"EXPLORACAO DE BENS E DIREITOS E PRESTACAO DE SERVICOS";"S";3;"F";"N";"P";"F";0;0;2020
"00000433100000000000";"0201";0;0;20;115452,6;0;115432,6;"VALOR BRUTO DE EXPLORACAO DE BENS E DIREITOS E PRESTACAO DE SERVICOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000433110000000000";"0201";0;0;20;115452,6;0;115432,6;"VALOR BRUTO DE EXPLORACAO DE BENS, DIREITOS E PRESTACAO DE SERVICOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000433110200000000";"0201";0;0;0;101497,6;0;101497,6;"EXPLORACAO DO PATRIMONIO IMOBILIARIO";"A";6;"F";"S";"P";"F";0;0;2020
"00000433119901000000";"0201";0;0;20;13955;0;13935;"Servicos de Maquinas";"A";7;"F";"S";"P";"F";0;0;2020
"00000440000000000000";"0201";0;0;614070,61;1718994,43;0;1104923,82;"VARIACOES PATRIMONIAIS AUMENTATIVAS FINANCEIRAS";"S";2;"F";"N";"P";"F";0;0;2020
"00000442000000000000";"0201";0;0;301,97;112121,77;0;111819,8;"JUROS E ENCARGOS DE MORA";"S";3;"F";"N";"P";"F";0;0;2020
"00000442400000000000";"0201";0;0;301,97;59846,92;0;59544,95;"JUROS E ENCARGOS DE MORA SOBRE CREDITOS TRIBUTARIOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000442410000000000";"0201";0;0;301,97;59846,92;0;59544,95;"JUROS E ENCARGOS DE MORA SOBRE CREDITOS TRIBUTARIOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000442410700000000";"0201";0;0;54,54;1479,93;0;1425,39;"MULTAS E JUROS SOBRE ISS";"A";6;"F";"S";"P";"F";0;0;2020
"00000442410900000000";"0201";0;0;0;49,57;0;49,57;"MULTAS E JUROS SOBRE TAXAS PELO EXERCICIO DO PODER DE POLICIA";"A";6;"F";"S";"P";"F";0;0;2020
"00000442411000000000";"0201";0;0;0;11,28;0;11,28;"MULTAS E JUROS TAXAS PELA PRESTACAO DE SERVICOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000442411600000000";"0201";0;0;247,43;58306,14;0;58058,71;"ENCARGOS DE MORA DA DIVIDA ATIVA TRIBUTARIA";"A";6;"F";"S";"P";"F";0;0;2020
"00000442900000000000";"0201";0;0;0;52274,85;0;52274,85;"OUTROS JUROS E ENCARGOS DE MORA";"S";4;"F";"N";"P";"F";0;0;2020
"00000442910000000000";"0201";0;0;0;52274,85;0;52274,85;"OUTROS JUROS E ENCARGOS DE MORA - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000442910100000000";"0201";0;0;0;25627,4;0;25627,4;"ENCARGOS DE MORA DA DIVIDA ATIVA NAO TRIBUTARIA";"A";6;"F";"S";"P";"F";0;0;2020
"00000442910200000000";"0201";0;0;0;26364,31;0;26364,31;"ENCARGOS DE MORA DE TITULO EXECUIVO DO TCERS";"A";6;"F";"S";"P";"P";0;0;2020
"00000442910300000000";"0201";0;0;0;165,3;0;165,3;"ENCARGOS DE MORA DO PROGRAMA TROCA-TROCA";"A";6;"F";"S";"P";"F";0;0;2020
"00000442910400000000";"0201";0;0;0;111,82;0;111,82;"ENCARGOS DE MORA DE CREDITOS POR DANOS AO PATRIMONIO";"A";6;"F";"S";"P";"F";0;0;2020
"00000442910500000000";"0201";0;0;0;6,02;0;6,02;"ENCARGOS DE MORA SOBRE RECEITA DE EXPLORACAO DO PATRIMONIO PUBLICO";"A";6;"F";"S";"P";"F";0;0;2020
"00000443000000000000";"0201";0;0;247,43;256,72;0;9,29;"VARIACOES MONETARIAS E CAMBIAIS";"S";3;"F";"N";"P";"F";0;0;2020
"00000443900000000000";"0201";0;0;247,43;256,72;0;9,29;"OUTRAS VARIACOES MONETARIAS E CAMBIAIS";"S";4;"F";"N";"P";"F";0;0;2020
"00000443910000000000";"0201";0;0;247,43;256,72;0;9,29;"OUTRAS VARIACOES MONETARIAS E CAMBIAIS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000443910100000000";"0201";0;0;0;9,29;0;9,29;"OUTRAS VARIACOES MONETARIAS";"S";6;"F";"N";"P";"F";0;0;2020
"00000443910199000000";"0201";0;0;0;9,29;0;9,29;"DEMAIS VARIACOES MONETARIAS";"A";7;"F";"S";"P";"F";0;0;2020
"00000443919900000000";"0201";0;0;247,43;247,43;0;0;"OUTRAS VARIACOES CAMBIAIS";"A";6;"F";"S";"P";"F";0;0;2020
"00000444000000000000";"0201";0;0;0;27284,5;0;27284,5;"DESCONTOS FINANCEIROS OBTIDOS";"S";3;"F";"N";"P";"F";0;0;2020
"00000444010000000000";"0201";0;0;0;27284,5;0;27284,5;"DESCONTOS FINANCEIROS OBTIDOS - CONSOLIDACAO";"A";5;"F";"S";"P";"F";0;0;2020
"00000445000000000000";"0201";0;0;613521,21;1579331,44;0;965810,23;"REMUNERACAO DE DEPOSITOS BANCARIOS E APLICACOES FINANCEIRAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000445100000000000";"0201";0;0;613521,21;1579331,44;0;965810,23;"REMUNERACAO DE DEPOSITOS BANCARIOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000445110000000000";"0201";0;0;613521,21;1579331,44;0;965810,23;"REMUNERACAO DE DEPOSITOS BANCARIOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000445110100000000";"0201";0;0;4,82;14202,79;0;14197,97;"REMUNERACAO DE DEPOSITOS DE RECURSOS VINCULADOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000445110200000000";"0201";0;0;0;17647,96;0;17647,96;"REMUNERACAO DE DEPOSITOS DE RECURSOS NAO VINCULADOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000445110300000000";"1201";0;0;613516,39;1547480,69;0;933964,3;"REMUNERACAO DOS INVESTIMENTOS DO REGIME PROPRIO DE PREVIDENCIA SOCIAL";"A";6;"F";"S";"P";"F";0;0;2020
"00000450000000000000";"0201";0;0;24129,76;12594241,04;0;12570111,28;"TRANSFERENCIAS E DELEGACOES RECEBIDAS";"S";2;"F";"N";"P";"F";0;0;2020
"00000452000000000000";"0201";0;0;24129,76;12561798,65;0;12537668,89;"TRANSFERENCIAS INTER GOVERNAMENTAIS";"S";3;"F";"N";"P";"F";0;0;2020
"00000452100000000000";"0201";0;0;24129,76;10359098,93;0;10334969,17;"TRANSFERENCIAS CONSTITUCIONAIS E LEGAIS DE RECEITAS";"S";4;"F";"N";"P";"F";0;0;2020
"00000452130000000000";"0201";0;0;24129,76;5200225,32;0;5176095,56;"TRANSFERENCIAS CONSTITUCIONAIS E LEGAIS DE RECEITAS - INTER OFSS – UNIAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000452130200000000";"0201";0;0;1799,78;3992822,85;0;3991023,07;"COTA-PARTE FPM";"A";6;"F";"S";"P";"F";0;0;2020
"00000452130300000000";"0201";0;0;0;13907,91;0;13907,91;"COTA-PARTE ITR";"A";6;"F";"S";"P";"F";0;0;2020
"00000452130600000000";"0201";0;0;0;58607,1;0;58607,1;"TRANSFERENCIA DA COMPENSACAO FINANCEIRA PELA EXPLORACAO DE RECURSOS NATURAIS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452130700000000";"0201";0;0;0;561300,36;0;561300,36;"TRANSFERENCIAS DE RECURSOS DO SUS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452130700000000";"0201";0;0;0;735,83;0;735,83;"TRANSFERENCIAS DE RECURSOS DO SUS";"A";6;"F";"S";"P";"F";0;3160;2020
"00000452130800000000";"0201";0;0;0;163609,06;0;163609,06;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DE ASSITENCIA SOCIAL - FNAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452130900000000";"0201";0;0;0;186057,81;0;186057,81;"TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE";"A";6;"F";"S";"P";"F";0;0;2020
"00000452139900000000";"0201";0;0;22329,98;223184,4;0;200854,42;"OUTRAS PARTICIPACOES NA RECEITA DA UNIAO";"S";6;"F";"N";"P";"F";0;0;2020
"00000452139902000000";"0201";0;0;22329,98;200854,42;0;178524,44;"LC 173/2020";"A";7;"F";"S";"P";"";0;0;2020
"00000452139902000000";"0201";0;0;0;22329,98;0;22329,98;"LC 173/2020";"A";7;"F";"S";"P";"";0;3160;2020
"00000452140000000000";"0201";0;0;0;5158873,61;0;5158873,61;"TRANSFERENCIAS CONSTITUCIONAIS E LEGAIS DE RECEITAS - INTER OFSS - ESTADO";"S";5;"F";"N";"P";"F";0;0;2020
"00000452140100000000";"0201";0;0;0;4335452,9;0;4335452,9;"COTA-PARTE ICMS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452140200000000";"0201";0;0;0;571051,52;0;571051,52;"COTA-PARTE IPVA";"A";6;"F";"S";"P";"F";0;0;2020
"00000452140300000000";"0201";0;0;0;57604,65;0;57604,65;"COTA-PARTE IPI-EXPORTACAO";"A";6;"F";"S";"P";"F";0;0;2020
"00000452140400000000";"0201";0;0;0;4435,21;0;4435,21;"COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO";"A";6;"F";"S";"P";"F";0;0;2020
"00000452140600000000";"0201";0;0;0;190233,49;0;190233,49;"TRANSFERENCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAUDE – REPASSE FUNDO A FUNDO";"A";6;"F";"S";"P";"F";0;0;2020
"00000452149900000000";"0201";0;0;0;95,84;0;95,84;"OUTRAS PARTICIPACOES NA RECEITA DOS ESTADOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452200000000000";"0201";0;0;0;1679798,67;0;1679798,67;"TRANSFERENCIAS DO FUNDEB";"S";4;"F";"N";"P";"F";0;0;2020
"00000452240000000000";"0201";0;0;0;1679798,67;0;1679798,67;"TRANSFERENCIAS DO FUNDEB  - INTER OFSS - ESTADO";"S";5;"F";"N";"P";"F";0;0;2020
"00000452240100000000";"0201";0;0;0;1679798,67;0;1679798,67;"Transferencia do FUNDEB Estadual";"A";6;"F";"S";"P";"F";0;0;2020
"00000452300000000000";"0201";0;0;0;522901,05;0;522901,05;"TRANSFERENCIAS VOLUNTARIAS";"S";4;"F";"N";"P";"F";0;0;2020
"00000452330000000000";"0201";0;0;0;275976,97;0;275976,97;"TRANSFERENCIAS VOLUNTARIAS – INTER OFSS - UNIAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000452330200000000";"0201";0;0;0;269976,97;0;269976,97;"AUXILIOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452339900000000";"0201";0;0;0;6000;0;6000;"DEMAIS TRANSFERENCIAS VOLUNTARIAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000452340000000000";"0201";0;0;0;246924,08;0;246924,08;"TRANSFERENCIAS VOLUNTARIAS – INTER OFSS - ESTADO";"S";5;"F";"N";"P";"F";0;0;2020
"00000452349900000000";"0201";0;0;0;246924,08;0;246924,08;"DEMAIS TRANSFERENCIAS VOLUNTARIAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000453000000000000";"0201";0;0;0;22000;0;22000;"TRANSFERENCIAS DAS INSTITUICOES PRIVADAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000453200000000000";"0201";0;0;0;22000;0;22000;"TRANSFERENCIAS DAS INSTITUICOES PRIVADAS COM FINS LUCRATIVOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000453210000000000";"0201";0;0;0;22000;0;22000;"TRANSFERENCIAS DAS INSTITUICOES PRIVADAS COM FINS LUCRATIVOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000453219900000000";"0201";0;0;0;22000;0;22000;"OUTRAS TRANSFERENCIAS DAS INSTITUICOES PRIVADAS COM FINS LUCRATIVOS";"A";6;"F";"S";"P";"F";0;3160;2020
"00000459000000000000";"0201";0;0;0;10442,39;0;10442,39;"OUTRAS TRANSFERENCIAS E DELEGACOES RECEBIDAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000459100000000000";"0201";0;0;0;10442,39;0;10442,39;"OUTRAS TRANSFERENCIAS E DELEGACOES RECEBIDAS";"S";4;"F";"N";"P";"F";0;0;2020
"00000459110000000000";"0201";0;0;0;10442,39;0;10442,39;"OUTRAS TRANSFERENCIAS E DELEGACOES RECEBIDAS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000459110100000000";"0201";0;0;0;10442,39;0;10442,39;"DOACOES RECEBIDAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000460000000000000";"0201";0;0;0;51203,5;0;51203,5;"VALORIZACAO E GANHOS COM ATIVOS E DESINCORPORACAO DE PASSIVOS";"S";2;"F";"N";"P";"F";0;0;2020
"00000461000000000000";"0201";0;0;0;410;0;410;"REAVALIACAO DE ATIVOS";"S";3;"F";"N";"P";"F";0;0;2020
"00000461100000000000";"0201";0;0;0;410;0;410;"REAVALIACAO DE IMOBILIZADO";"S";4;"F";"N";"P";"F";0;0;2020
"00000461110000000000";"0201";0;0;0;410;0;410;"REAVALIACAO DE IMOBILIZADO - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000461110100000000";"0201";0;0;0;410;0;410;"REAVALIACAO DE BENS MOVEIS";"S";6;"F";"N";"P";"F";0;0;2020
"00000461110102000000";"0201";0;0;0;410;0;410;"REAVALIACAO DE BENS DE INFORMATICA";"A";7;"F";"S";"P";"F";0;0;2020
"00000462000000000000";"0201";0;0;0;50793,5;0;50793,5;"GANHOS COM ALIENACAO";"S";3;"F";"N";"P";"F";0;0;2020
"00000462200000000000";"0201";0;0;0;50793,5;0;50793,5;"GANHOS COM ALIENACAO DE IMOBILIZADO";"S";4;"F";"N";"P";"F";0;0;2020
"00000462210000000000";"0201";0;0;0;50793,5;0;50793,5;"GANHOS COM ALIENACAO DE IMOBILIZADO - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000462210100000000";"0201";0;0;0;50793,5;0;50793,5;"GANHO LIQUIDO COM A ALIENACAO DE BENS MOVEIS";"S";6;"F";"N";"P";"F";0;0;2020
"00000462210101000000";"0201";0;0;0;193,5;0;193,5;"GANHO LIQUIDO COM A ALIENACAO DE  MAQUINAS, APARELHOS, EQUIPAMENTOS E FERRAMENTAS";"A";7;"F";"S";"P";"F";0;0;2020
"00000462210105000000";"0201";0;0;0;42800;0;42800;"GANHO LIQUIDO COM A ALIENACAO DE  VEICULOS";"A";7;"F";"S";"P";"F";0;0;2020
"00000462210199000000";"0201";0;0;0;7800;0;7800;"GANHO LIQUIDO COM A ALIENACAO DE DEMAIS BENS MOVEIS";"A";7;"F";"S";"P";"F";0;0;2020
"00000490000000000000";"0201";0;0;2070,59;22532807,62;0;22530737,03;"OUTRAS VARIACOES PATRIMONIAIS AUMENTATIVAS";"S";2;"F";"N";"P";"F";0;0;2020
"00000497000000000000";"0201";0;0;0;22418676,27;0;22418676,27;"REVERSAO DE PROVISOES E AJUSTES DE PERDAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000497100000000000";"0201";0;0;0;22418676,27;0;22418676,27;"REVERSAO DE PROVISOES";"S";4;"F";"N";"P";"F";0;0;2020
"00000497110000000000";"0201";0;0;0;22418676,27;0;22418676,27;"REVERSAO DE PROVISOES – CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000497110200000000";"1201";0;0;0;22418676,27;0;22418676,27;"REVERSAO DE PROVISOES MATEMATICAS PREVIDENCIARIAS A LONGO PRAZO";"A";6;"F";"S";"P";"F";0;0;2020
"00000499000000000000";"0201";0;0;2070,59;114131,35;0;112060,76;"DIVERSAS VARIACOES PATRIMONIAIS AUMENTATIVAS";"S";3;"F";"N";"P";"F";0;0;2020
"00000499600000000000";"0201";0;0;310,59;27166,52;0;26855,93;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000499610000000000";"0201";0;0;310,59;27166,52;0;26855,93;"INDENIZACOES, RESTITUICOES E RESSARCIMENTOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000499610100000000";"0201";0;0;310,59;310,59;0;0;"INDENIZACOES";"A";6;"F";"S";"P";"F";0;0;2020
"00000499610400000000";"0201";0;0;0;26855,93;0;26855,93;"REPOSICAO/INDENIZACAO DE SERVIDORES/AGENTES PUBLICOS";"A";6;"F";"S";"P";"F";0;0;2020
"00000499900000000000";"0201";0;0;1760;86964,83;0;85204,83;"VARIACOES PATRIMONIAIS AUMENTATIVAS DECORRENTES DE FATOS GERADORES DIVERSOS";"S";4;"F";"N";"P";"F";0;0;2020
"00000499910000000000";"0201";0;0;1760;86964,83;0;85204,83;"VARIACOES PATRIMONIAIS AUMENTATIVAS DECORRENTES DE FATOS GERADORES DIVERSOS - CONSOLIDACAO";"S";5;"F";"N";"P";"F";0;0;2020
"00000499910800000000";"0201";0;0;1760;86028;0;84268;"PROGRAMA TROCA-TROCA";"A";6;"F";"S";"P";"F";0;0;2020
"00000499911300000000";"0201";0;0;0;936,83;0;936,83;"BONIFICACOES RECEBIDAS";"A";6;"F";"S";"P";"F";0;0;2020
"00000500000000000000";"0201";838814,07;0;92096598,29;12826194,72;80109217,64;0;"CONTROLES DA APROVACAO DO PLANEJAMENTO E ORCAMENTO";"S";1;"F";"N";"O";"F";0;0;2020
"00000520000000000000";"0201";0;0;91311607,99;12041204,42;79270403,57;0;"ORCAMENTO APROVADO";"S";2;"P";"N";"O";"F";0;0;2020
"00000521000000000000";"0201";0;0;36592043,55;3965299,95;32626743,6;0;"PREVISAO DA RECEITA";"S";3;"F";"N";"O";"F";0;0;2020
"00000521100000000000";"0201";0;0;35671295,43;3965299,95;31705995,48;0;"PREVISAO INICIAL DA RECEITA";"S";4;"F";"N";"O";"F";0;0;2020
"00000521110000000000";"0201";0;0;29589830,9;0;29589830,9;0;"PREVISAO INICIAL DA RECEITA  BRUTA";"A";5;"F";"S";"O";"F";0;0;2020
"00000521110000000000";"1201";0;0;6081464,53;0;6081464,53;0;"PREVISAO INICIAL DA RECEITA  BRUTA";"A";5;"F";"S";"O";"F";0;0;2020
"00000521120000000000";"0201";0;0;0;3965299,95;0;3965299,95;"(-) PREVISAO DE DEDUCOES DA RECEITA";"S";5;"F";"N";"O";"F";0;0;2020
"00000521120100000000";"0201";0;0;0;3885299,95;0;3885299,95;"(-) DEDUCOES  POR TRANSFERENCIAS CONSTITUCIONAIS E LEGAIS";"S";6;"F";"N";"O";"F";0;0;2020
"00000521120101000000";"0201";0;0;0;3885299,95;0;3885299,95;"(-) FUNDEB";"A";7;"F";"S";"O";"F";0;0;2020
"00000521129900000000";"0201";0;0;0;80000;0;80000;"(-) OUTRAS DEDUCOES";"A";6;"F";"S";"O";"F";0;0;2020
"00000521200000000000";"0201";0;0;920748,12;0;920748,12;0;"ALTERACAO DA PREVISAO DA RECEITA";"S";4;"F";"N";"O";"F";0;0;2020
"00000521210000000000";"0201";0;0;920748,12;0;920748,12;0;"PREVISAO ADICIONAL DA RECEITA";"S";5;"F";"N";"O";"F";0;0;2020
"00000521210100000000";"0201";0;0;920748,12;0;920748,12;0;"REESTIMATIVA";"A";6;"F";"S";"O";"F";0;0;2020
"00000522000000000000";"0201";0;0;54719564,44;8075904,47;46643659,97;0;"FIXACAO DA DESPESA";"S";3;"F";"N";"O";"F";0;0;2020
"00000522100000000000";"0201";0;0;39062115,04;7450770,53;31611344,51;0;"DOTACAO ORCAMENTARIA";"S";4;"F";"N";"O";"F";0;0;2020
"00000522110000000000";"0201";0;0;30108517,88;0;30108517,88;0;"DOTACAO INICIAL";"S";5;"F";"N";"O";"F";0;0;2020
"00000522110100000000";"0201";0;0;24027053,35;0;24027053,35;0;"CREDITO INICIAL";"A";6;"F";"S";"O";"F";0;0;2020
"00000522110100000000";"1201";0;0;6081464,53;0;6081464,53;0;"CREDITO INICIAL";"A";6;"F";"S";"O";"F";0;0;2020
"00000522120000000000";"0201";0;0;4476798,58;0;4476798,58;0;"DOTACAO ADICIONAL POR TIPO DE CREDITO";"S";5;"F";"N";"O";"F";0;0;2020
"00000522120100000000";"0201";0;0;3360477,68;0;3360477,68;0;"CREDITO ADICIONAL – SUPLEMENTAR";"A";6;"F";"S";"O";"F";0;0;2020
"00000522120100000000";"0201";0;0;46654;0;46654;0;"CREDITO ADICIONAL – SUPLEMENTAR";"A";6;"F";"S";"O";"F";0;3160;2020
"00000522120100000000";"1201";0;0;3e+05;0;3e+05;0;"CREDITO ADICIONAL – SUPLEMENTAR";"A";6;"F";"S";"O";"F";0;0;2020
"00000522120200000000";"0201";0;0;753666,9;0;753666,9;0;"CREDITO ADICIONAL - ESPECIAL";"S";6;"F";"N";"O";"F";0;0;2020
"00000522120201000000";"0201";0;0;748892;0;748892;0;"CREDITOS ESPECIAIS ABERTOS";"A";7;"F";"S";"O";"F";0;0;2020
"00000522120202000000";"0201";0;0;4774,9;0;4774,9;0;"CREDITOS ESPECIAIS REABERTOS";"A";7;"F";"S";"O";"F";0;0;2020
"00000522120300000000";"0201";0;0;16000;0;16000;0;"CREDITO ADICIONAL – EXTRAORDINARIO";"S";6;"F";"N";"O";"F";0;0;2020
"00000522120301000000";"0201";0;0;16000;0;16000;0;"CREDITOS EXTRAORDINARIOS ABERTOS";"A";7;"F";"S";"O";"F";0;0;2020
"00000522130000000000";"0201";0;0;4476798,58;7450770,53;0;2973971,95;"DOTACAO ADICIONAL POR FONTE";"S";5;"F";"N";"O";"F";0;0;2020
"00000522130100000000";"0201";0;0;412303,61;0;412303,61;0;"SUPERAVIT FINANCEIRO DE EXERCICIO ANTERIOR";"A";6;"F";"S";"O";"F";0;0;2020
"00000522130200000000";"0201";0;0;884694,12;0;884694,12;0;"EXCESSO DE ARRECADACAO";"A";6;"F";"S";"O";"F";0;0;2020
"00000522130200000000";"0201";0;0;36054;0;36054;0;"EXCESSO DE ARRECADACAO";"A";6;"F";"S";"O";"F";0;3160;2020
"00000522130300000000";"0201";0;0;2547371,95;0;2547371,95;0;"ANULACAO DE DOTACAO";"A";6;"F";"S";"O";"F";0;0;2020
"00000522130300000000";"0201";0;0;10600;0;10600;0;"ANULACAO DE DOTACAO";"A";6;"F";"S";"O";"F";0;3160;2020
